date;txVolume(USD);adjustedTxVolume(USD);txCount;marketcap(USD);price(USD);exchangeVolume(USD);realizedCap(USD);generatedCoins;fees;activeAddresses;averageDifficulty;paymentCount;medianTxValue(USD);medianFee;blockSize;blockCount
16/02/2018;6.879.188.520.005.610;426.429.225.628.061;187581;1.709.805.118.906.020;10135.7;7296159744.0;8.827.187.214.057.880;1962.5;5.825.713.445;773228;2874674234415.94;309500;550.134.780.758;0.00012096000000000001;155372600;157
17/02/2018;1.131.563.869.986.240;5.710.408.603.621.320;173640;1.722.104.773.120.400;10207.5;8660880384.0;8.849.816.915.141.120;1862.5;4.863.875.388;770450;2874674234415.94;293702;51.027.986.610.000.000;0.00010292;144979560;149
18/02/2018;14.588.036.498.456.300;6.783.725.420.687.570;159333;18.768.526.168.122.100;11123.4;8744009728.0;8.858.593.444.077.760;2025.0;4.458.328.081;730175;2874674234415.94;283478;532.972.927.938;0.0001;157588201;162
19/02/2018;15.274.937.955.045.700;6.898.329.658.339.010;187205;17.807.498.781.610.600;10552.6;7652089856.0;8.889.616.603.589.200;2025.0;509.081.119;849889;2874674234415.94;325452;532.105.779.764;7.2e-05;163066620;162
20/02/2018;11.256.696.602.157.900;6.205.170.127.908.720;198314;1.895.566.962.266.980;11231.8;9926540288.0;8.920.964.019.865.830;1762.5;5.223.072.575;714645;2967853337744.77;336704;6.279.097.355.519.990;4.58e-05;142528477;141
21/02/2018;12.215.613.119.071.900;7.387.058.457.220.110;205032;191950510885.0;11372.2;9405339648.0;8.924.863.904.448.070;2112.5;4.068.256.761;705387;3007383866429.74;345916;768.898.551.064;1.88e-05;166480992;169
22/02/2018;12.015.582.851.927.200;7.402.166.377.958.110;183086;179955941734.8;10660.4;8.040.079.872.000.000;9.033.934.337.362.790;1862.5;3.760.222.865;713590;3007383866429.73;395935;567.746.466.208;1,99E-02;136924497;149
23/02/2018;7.347.626.606.173.850;4.564.639.966.025.960;185045;167763577982.0;9937.07;7739500032.0;9.048.260.776.361.540;1850.0;7.394.810.594;739570;3007383866429.73;316131;5.608.827.124.329;6,72E+10;148931360;148
24/02/2018;620.845.587.126.639;38.579.900.565.836.100;154389;173701641880.0;10287.7;6917929984.0;9.040.610.428.155.310;1812.5;9.610.766.905;704058;3007383866429.73;272646;6.065.428.338.620.000;0.00023842;149044636;145
25/02/2018;4.384.695.642.099.450;2.549.810.968.167.800;144698;1.654.278.537.077.760;9796.42;5706939904.0;90.400.276.555.559;2137.5;4.144.060.303;528654;3007383866429.74;275153;5.919.027.332.902;0.00013928;121437585;171
26/02/2018;6.386.756.346.893.450;3.600.402.279.504.040;186333;1.633.003.507.017.860;9669.43;7287690240.0;9.052.668.805.796.120;1762.5;46.190.351.390.000.000;669623;3007383866429.73;341349;4.968.692.688.194;4,57E-02;138506339;141
27/02/2018;711.675.694.012.421;42.871.698.226.474.800;219464;175556349017.5;10393.9;6966179840.0;906.858.333.071.561;2000.0;5.054.578.675;713403;3007383866429.74;382900;589.186.640.559;4,48E-02;162590744;160
28/02/2018;9.233.137.526.802.620;528.749.801.051.073;189068;18.053.124.962.609.100;10687.2;6936189952.0;9.080.011.778.721.020;193.749.999.927;5.129.908.837;806237;3007383866429.74;372546;55.561.363.464;5,62E+11;163403542;155
01/03/2018;9.757.408.493.767.240;5.318.654.519.245.370;233579;175447565125.0;10385.0;7317279744.0;9.103.000.721.082.580;2062.5;5.205.574.602;819981;3007383866429.74;403191;62.044.860.565;6,29E-02;176259686;165
02/03/2018;79.172.644.129.852.000;4.548.084.525.462.410;194917;18.547.730.091.399.800;10977.4;7620590080.0;9.118.636.494.781.780;1950.0;4.201.376.982;749023;3007383866429.74;429514;581.432.920.264;5,47E-02;134326058;156
03/03/2018;6.657.283.230.655.290;3.129.462.297.136.800;176844;1.876.058.679.203.960;11101.9;6690570240.0;9.131.670.383.256.450;2250.0;3.796.379.904;930026;3007383866429.74;342737;40.783.262.624.099.900;5.25e-05;175830033;180
04/03/2018;5.268.982.642.490.830;2.940.584.185.358.030;160083;19.431.050.949.360.000;11497.4;6084149760.0;9.151.292.222.330.180;1850.0;3.346.586.197;802172;3007383866429.73;296156;407.539.369.828;5,47E-02;148422339;148
05/03/2018;8.062.165.666.722.120;4.790.036.379.307.000;201289;194923507900.0;11532.4;6468539904.0;9.182.846.645.237.820;1862.5;4.453.138.052;850566;3233581400367.36;342185;5.423.583.928.400.000;4.52e-05;151393017;149
06/03/2018;7.260.012.004.648.280;4.115.389.485.779.900;205860;19.439.970.291.696.600;11500.1;6.832.169.984.000.000;9.175.661.664.295.570;1950.0;3.724.003.205;836894;3290605988755.0;341783;46.872.222.581;4,13E-02;159464680;156
07/03/2018;7.144.578.485.211.340;4.464.538.867.528.970;213821;18.265.262.408.277.100;10803.9;8797910016.0;9.163.974.760.425.090;1962.5;348.377.064;917555;3290605988755.0;368216;439.067.903.064;2,94E-02;160504540;157
08/03/2018;7.230.854.770.821.630;3.900.532.008.744.760;196260;16.826.044.023.652.900;9951.44;7186089984.0;9.147.788.638.025.040;2025.0;3.563.080.068;915698;3290605988755.0;332688;49.410.223.141.520.000;2,72E-02;165146538;162
09/03/2018;751.377.845.580.172;4.587.022.602.427.050;198034;15.920.264.326.750.200;9414.69;8704190464.0;9.097.949.224.175.840;1825.0;348.459.414;881628;3290605988755.0;384354;47.217.796.027.080.000;2,24E-02;150559338;146
10/03/2018;4.169.223.799.158.370;2.737.202.428.806.970;156088;158135074197.25;9350.59;5386319872.0;908.236.738.339.422;1750.0;4.027.322.368;810973;3290605988755.0;260548;40.314.432.944.879.900;4,04E-02;141840378;140
11/03/2018;41.255.186.649.256.200;27.741.671.835.337.000;150731;14.973.292.868.030.400;8852.78;6296370176.0;9.094.228.076.150.180;1912.5;3.961.038.377;884564;3290605988755.0;259150;3.623.899.657.448;3,36E-02;155012067;153
12/03/2018;641.699.818.876.272;37.593.834.216.521;188233;162.440.158.162.451;9602.93;6457399808.0;9.085.999.961.805.100;2012.5;3.346.783.473;844775;3290605988755.0;328797;4.005.418.594.134;2,27E-02;152473910;161
13/03/2018;5.711.389.197.106.580;3.320.903.428.796.600;195982;1.551.866.195.585.290;9173.04;5991139840.0;9.079.848.638.487.770;1975.0;60.676.288.750.000.000;764106;3290605988755.0;320040;40.372.649.666.160.000;8,80E+10;141027789;158
14/03/2018;619.510.192.835.839;3.839.836.007.504.840;190898;15.590.704.030.902.800;9214.65;6438230016.0;9.052.687.757.673.830;1800.0;3.704.036.657;574892;3290605988755.0;315241;5.218.541.027.685.000;5,04E-02;107227683;144
15/03/2018;6.800.060.235.423.250;3.512.498.210.688.200;206042;14.028.991.487.029.900;8290.76;6834429952.0;9.042.585.892.044.620;1800.0;3.664.624.829;617139;3290605988755.0;352627;4.827.217.076.856;2,69E-02;110942371;144
16/03/2018;4.971.515.727.598.050;30.981.817.502.982.000;186823;14.085.047.858.499.900;8322.91;5289379840.0;9.033.139.830.453.710;1950.0;29.651.770.720.000.000;593940;3290605988755.0;354309;4.169.181.989.644;2,49E+11;106652791;156
17/03/2018;3.413.899.966.539.430;226.983.250.775.002;154347;1.408.486.346.611.320;8321.91;4426149888.0;9.020.870.772.047.680;1862.5;2.151.541.723;460743;3290605988755.0;266988;3.760.250.872.545;1.87e-05;76798757;149
18/03/2018;39.004.934.133.039.900;24.258.637.459.063.000;164250;13.356.233.493.708.600;7890.52;6639190016.0;901.849.254.369.807;1887.5;2.533.293.823;534906;3381698122496.23;291065;4.806.981.322.044;1,70E-02;104987344;151
19/03/2018;5.371.659.508.349.230;3.178.190.390.141.160;191373;1.412.568.731.976.330;8344.12;6729110016.0;9.019.036.573.174.390;1937.5;3.078.064.883;582460;3462542391191.56;316841;4.185.267.073.136;1.87e-05;105096929;155
20/03/2018;5.042.975.777.593.870;3.181.503.141.129.150;195041;145935322935.0;8619.67;6361789952.0;9.020.328.148.689.460;1587.5;313.790.795;568469;3462542391191.56;310955;445.729.169.469;2,90E-02;100823104;127
21/03/2018;6.020.064.793.416.100;32.773.186.151.678.600;194694;151332762915.0;8937.48;6.043.129.855.999.990;902.133.411.047.154;1900.0;310.252.744;573438;3462542391191.56;314321;4.375.123.471.992;2,28E+11;101880916;152
22/03/2018;5.156.476.493.568.530;3.141.639.462.090.830;185044;1.513.818.178.754.870;8939.44;5530390016.0;9.014.235.889.862.250;1787.5;277.247.885;595119;3462542391191.56;316385;41.517.825.587.920.000;2,08E-02;114088127;143
23/03/2018;5.165.293.489.970.600;31.020.725.797.038.100;179685;14.795.548.758.456.700;8736.25;5954120192.0;9.013.894.439.007.010;166.249.999.856;26.257.673.360.000.000;624356;3462542391191.56;327732;420.132.377.875;2,08E-02;110462841;133
24/03/2018;42.666.409.879.474.700;24.073.239.850.035.200;156931;150779448710.0;8901.95;5664600064.0;9.016.182.693.554.190;1950.0;21.764.988.980.000.000;538133;3462542391191.56;269616;37.086.235.856;1,84E+11;93062112;156
25/03/2018;5.402.066.610.178.950;31.105.309.364.874.600;135139;145896694995.0;8612.81;4569880064.0;900.576.684.999.452;1687.5;20.231.475.070.000.000;442843;3462542391191.56;238637;3.445.124;2,03E+11;76784336;135
26/03/2018;6.203.275.507.237.050;408.094.313.129.348;187700;14.397.544.425.459.700;8498.47;5921039872.0;8.986.922.166.749.480;1875.0;2.698.506.764;584461;3462542391191.56;312810;4.226.736.150.522;1,91E-02;106862019;150
27/03/2018;5.969.723.258.406.510;38.724.961.280.793.400;186913;13.893.454.339.949.700;8200.0;5378250240.0;8.975.069.784.731.080;1900.0;2.751.028.124;602500;3462542391191.56;311228;37.244.777.200.000.000;1,94E-02;116006267;152
28/03/2018;5.267.277.711.369.610;3.744.148.571.776.950;177386;132794692508.5;7836.83;4935289856.0;8.963.803.899.925.290;1687.5;24.092.733.550.000.000;543737;3462542391191.56;295052;3.723.247.369.363;2,02E-02;97814631;135
29/03/2018;4.954.102.781.615.080;3.318.847.053.710.630;192259;135220102429.5;7979.07;6361229824.0;8.931.201.894.615.150;1900.0;2.720.122.872;565348;3462542391191.56;325846;3.989.017.956.264;1,94E-02;103317980;152
30/03/2018;5.652.727.051.547.600;3.051.136.718.322.410;185778;121548009618.75;7171.45;6289509888.0;8.903.407.586.428.220;2025.0;257.646.693;570440;3462542391191.56;357118;37.296.588.700.800.000;1.87e-05;101319356;162
31/03/2018;33.700.524.559.987.300;20.062.883.884.630.700;148489;1.168.308.099.282.470;6892.48;4553269760.0;889.866.760.575.791;1600.0;2.007.447.617;479750;3462542391191.56;248517;3.158.652.650.496;1,81E-02;86569789;128
01/04/2018;36.811.340.514.371.000;23.599.466.520.930.600;134967;118719374650.0;7003.06;4532100096.0;8.887.908.111.589.850;2025.0;1.828.180.544;423281;3494288842679.63;242466;28.337.181.984;1.87e-05;73414196;162
02/04/2018;5.878.174.748.469.520;35.997.723.642.452.100;168022;116050836627.0;6844.86;4333440000.0;8.882.172.332.806.780;1950.0;2.139.248.333;494672;3511060552899.73;288495;30.690.408.299.759.900;1.72e-05;88391451;156
03/04/2018;6.956.277.297.506.580;40.045.969.161.245.300;198756;12.042.920.180.429.100;7102.26;5499700224.0;8.877.942.279.532.020;2037.5;2.512.929.851;594098;3511060552899.73;328441;33.084.379.633.140.000;1,66E+11;110153083;163
04/04/2018;5.007.761.969.766.570;30.644.177.066.757.400;185563;12.644.812.717.983.200;7456.41;4936000000.0;8.860.207.834.517.970;1837.5;2.481.899.369;568015;3511060552899.73;329626;36.536.409.000.000.000;1,94E-02;106331912;147
05/04/2018;4.414.602.331.104.870;2.472.952.044.639.420;181676;11.615.498.737.849.800;6848.65;5639320064.0;8.849.347.939.496.220;1950.0;2.446.293.557;536162;3511060552899.73;297645;349.065.828.444;1.87e-05;100814176;156
06/04/2018;4.827.412.755.915.070;2.779.055.437.130.580;172751;11.561.222.491.268.400;6815.96;37.668.101.120.000.000;8.832.644.408.166.780;1725.0;3.453.138.383;640379;3511060552899.73;377430;34.193.122.150.960.000;2,47E-02;113801371;138
07/04/2018;3.342.811.091.809.980;20.529.282.801.932.400;154459;11.248.154.307.055.300;6630.51;39.766.100.479.999.900;882.811.509.502.514;2250.0;2.716.559.493;499530;3511060552899.74;246616;27.400.595.836.020.000;1,98E-02;96988516;180
08/04/2018;30.041.664.124.869.300;1.813.853.896.799.030;138374;11.740.619.371.452.300;6919.98;36.524.999.679.999.900;8.826.857.750.727.710;2012.5;2.101.734.283;404622;3511060552899.73;239498;2.680.784.336.046;1.87e-05;69463734;161
09/04/2018;5.215.601.800.037.960;31.256.170.864.217.800;176416;11.952.863.461.634.900;7044.32;4894060032.0;8.812.473.865.069.010;1837.5;2.242.407.623;543836;3511060552899.73;288689;3.324.400.578.048;2,04E-02;108557703;147
10/04/2018;4.659.018.324.654.710;2.781.341.685.234.180;186251;115311141816.0;6795.44;4272750080.0;8.802.483.351.243.950;2050.0;2.298.846.383;565732;3511060552899.73;320440;3.312.966.592.776;2,00E-05;112029130;164
11/04/2018;4.702.472.016.043.950;31.113.530.126.138.400;183087;116148228273.75;6843.47;4641889792.0;8.802.587.456.328.990;2012.5;2.275.353.142;539442;3511060552899.73;295213;3.442.255.144.795;1,94E-02;102764773;161
12/04/2018;5.921.845.505.593.200;3.452.273.583.583.310;210725;11.806.105.135.400.000;6955.38;8906250240.0;881.555.276.052.818;1925.0;3.570.920.887;617410;3511060552899.73;335325;35.174.344.323.959.900;4,25E-02;127168034;154
13/04/2018;6.542.683.257.778.580;4.020.350.617.235.650;217117;134130089003.5;7901.09;7764460032.0;8.824.142.831.191.560;2062.5;3.636.336.175;646935;3511060552899.73;389963;3.587.617.122.049;5.18e-05;119255317;165
14/04/2018;34.653.564.431.247.500;19.770.686.762.374.600;161706;133695162926.25;7874.67;5191430144.0;8.825.754.462.083.660;1712.5;2.375.939.568;493659;3796188328005.31;274869;2.916.767.530.929;3,84E-02;109450707;137
15/04/2018;4.083.994.981.956.300;20.851.973.632.220.600;173868;13.582.751.949.263.200;7999.33;5244480000.0;8.831.930.892.270.410;2037.5;2.430.501.194;587020;3839316899029.68;306125;3.010.538.246.304;3,05E-02;138146033;163
16/04/2018;8.443.965.650.964.610;5.227.925.692.584.520;195965;14.158.558.720.230.700;8337.57;5631309824.0;8.830.069.443.013.530;1762.5;2.573.063.079;738315;3839316899029.68;323438;3.617.659.950.402;2,23E-02;136424163;141
17/04/2018;6.947.501.938.676.000;4.410.110.695.503.820;201658;13.708.654.701.059.300;8071.66;6900879872.0;8.826.615.097.482.370;2025.0;2.613.707.878;608590;3839316899029.68;349414;3.589.704.508.804;1,94E-02;117904324;162
18/04/2018;6.834.032.666.411.430;4.015.399.417.783.790;200580;1.349.414.027.626.210;7944.43;6529909760.0;8.832.341.455.210.050;2000.0;2.531.797.642;589421;3839316899029.68;349333;3.434.523.266.512;1.87e-05;107913764;160
19/04/2018;7.905.684.324.843.710;3.967.420.980.982.230;213345;13.860.875.676.251.900;8159.27;7063209984.0;8.861.698.538.044.660;2225.0;276.722.839;644595;3839316899029.67;385813;37.539.960.865.190.000;1,86E-02;111392334;178
20/04/2018;8.452.039.163.584.090;4.718.917.867.500.280;207640;140790776448.0;8286.88;8438110208.0;8.880.585.327.255.370;1712.5;2.902.296.386;653018;3839316899029.68;404046;36.467.152.972.319.900;2,04E-02;112126251;137
21/04/2018;5.336.340.581.423.630;29.929.005.439.239.100;193816;150355100164.0;8848.79;7.548.550.144.000.000;8.892.772.020.603.920;1987.5;28.405.901.580.000.000;620016;3839316899029.68;332170;3.225.710.475.351.000;2.26e-05;121525753;159
22/04/2018;4.959.900.179.228.170;30.018.188.716.818.700;171710;1.516.690.067.172.060;8925.06;6629899776.0;8.898.577.121.294.460;2000.0;2.173.949.684;509559;3839316899029.68;305619;28.795.233.455.100.000;1,94E-02;89415557;160
23/04/2018;6.473.371.463.940.680;3.708.830.650.417.890;226200;149465275104.75;8794.39;6925190144.0;8.911.733.731.136.410;1912.5;2.913.376.866;642656;3839316899029.68;379467;293.194.409.332;1,81E-02;116680257;153
24/04/2018;85.484.621.782.525;5.159.360.596.446.110;254334;151861444150.0;8934.34;10678800384.0;8.940.376.308.651.660;1987.5;654.108.642;774318;3839316899029.68;420483;3.757.822.715.096;7,00E+10;153781385;159
25/04/2018;95.338.979.829.914;57.259.291.493.740.600;213032;16.490.841.043.399.100;9701.03;11083100160.0;8.937.291.630.501.090;1537.5;9.173.241.634;688680;3839316899029.68;367957;5.149.651.110.565.000;0.0001738;128292859;123
26/04/2018;6.498.903.625.639.450;3.876.492.153.134.560;216591;15.075.175.553.923.800;8867.32;8970559488.0;8.965.276.844.108.020;1762.5;6.758.831.497;660414;3839316899029.68;374399;3.443.338.194.296;0.00015157000000000001;124743618;141
27/04/2018;6.747.290.172.706.500;40.486.071.366.262.900;210977;1.579.645.125.939.560;9290.63;7566289920.0;8.962.559.226.365.410;1775.0;5.563.050.596;675804;3943557223451.91;398889;357.994.916.727;0.00010896;135751295;142
28/04/2018;7.514.890.720.652.210;35.895.436.996.805.800;203553;1.520.047.952.419.690;8939.27;7.805.479.935.999.990;8.971.039.912.105.690;1600.0;419.470.722;562250;4022059196164.95;356818;21.522.249.026.890.000;8,89E-02;108067162;128
29/04/2018;7.106.274.885.008.020;3.060.675.732.705.290;180640;158946450421.5;9346.41;8853000192.0;8.976.250.038.219.310;1975.0;348.862.402;541897;4022059196164.96;331064;29.427.274.695.510.000;4,63E+11;98511378;158
30/04/2018;7.252.192.106.648.300;34.620.069.965.560.500;214952;160.319.863.298.718;9426.11;8673920000.0;8.983.760.665.546.160;1937.5;36.719.111.670.000.000;642134;4022059196164.95;365142;39.649.508.372.390.000;2,77E-02;116001525;155
01/05/2018;5.417.296.649.123.790;2.791.440.454.798.390;199801;1.573.672.734.135.030;9251.47;7713019904.0;8.987.475.262.042.890;1975.0;3.175.790.178;632650;4022059196164.96;382675;36.391.869.187.569.900;3,02E+11;106376905;158
02/05/2018;5.881.530.805.636.430;35.741.942.673.220.100;212156;154885861895.0;9104.6;7558159872.0;900.686.921.272.105;1750.0;3.888.684.015;683386;4022059196164.95;355152;37.979.392.774.600.000;3,57E-02;122916939;140
03/05/2018;6.933.584.099.664.020;36.210.835.629.164.400;228370;15.710.330.284.077.600;9233.97;10207299584.0;9.021.830.167.785.640;1887.5;3.940.065.166;663171;4022059196164.95;382920;3.821.455.399.575;3,84E-02;131056630;151
04/05/2018;7.837.824.037.879.020;4.235.399.151.333.770;218931;164973295475.0;9695.5;8.217.829.888.000.000;9.033.747.839.611.790;1725.0;3.937.853.649;695603;4022059196164.95;395233;395.393.445.915;4,04E-02;134387026;138
05/05/2018;5.748.961.684.326.000;28.093.965.155.568.600;202542;16.507.341.876.831.000;9700.28;7651939840.0;9.041.622.951.388.510;2012.5;3.217.831.497;625693;4022059196164.96;347986;29.599.667.198.720.000;3,37E-02;116964787;161
06/05/2018;550.789.407.553.038;30.652.673.192.990.200;171624;1.675.589.258.306.270;9845.31;7222280192.0;9.044.310.172.748.510;1712.5;3.128.195.837;533415;4022059196164.95;298239;2.953.593;3,00E-05;103900945;137
07/05/2018;6.739.584.540.726.350;38.680.974.019.106.900;204913;1.641.790.648.179.160;9645.67;7394019840.0;9.045.587.427.681.500;1875.0;35.900.142.620.000.000;660191;4022059196164.95;341955;339.262.328.075;4.32e-05;130155208;150
08/05/2018;6.527.295.923.228.870;37.134.652.413.513.600;217671;15.968.831.736.310.200;9380.87;7415869952.0;9.045.601.896.075.590;173.749.999.926;3.429.413.578;665088;4022059196164.95;374324;32.188.569.850.130.000;4,53E-02;127240201;139
09/05/2018;6.415.001.713.622.540;37.607.451.270.218.300;206419;157031697317.5;9223.73;7.226.890.239.999.990;9.056.099.450.261.320;2000.0;3.052.956.993;612055;4022059196164.96;348840;3.401.077.031.376;3,39E+11;117268094;160
10/05/2018;6.876.198.665.324.590;38.204.257.259.401.000;208807;158790323132.0;9325.96;6906699776.0;9.058.840.454.799.120;1925.0;2.671.177.891;617388;4022059196164.95;354923;35.438.703.955.759.900;2,90E+11;112940011;154
11/05/2018;8.447.266.642.535.590;4.624.565.126.766.720;213497;15.415.606.611.946.300;9052.96;8488520192.0;9.047.131.281.587.370;1587.5;3.861.210.375;758816;4138123233246.04;405291;4.288.938.477.264;4,71E-02;136597543;127
12/05/2018;4.974.204.732.654.040;2.474.045.070.863.080;181889;1.437.604.666.677.510;8441.44;6821380096.0;9.047.788.192.243.010;2062.5;2.838.834.405;588539;4143878474754.2;342910;25.566.445.823.520.000;4.02e-05;106299053;165
13/05/2018;3.847.909.236.060.260;20.339.316.004.631.900;158646;14.503.741.807.684.400;8515.49;5866379776.0;90497518615.42;1850.0;2.333.858.622;483628;4143878474754.19;277402;3.042.433.852.827;3,35E-02;85299067;148
14/05/2018;7.711.103.107.178.810;4.327.685.510.751.790;209565;14.841.742.060.774.900;8713.1;7364149760.0;9.098.206.828.554.880;1650.0;3.525.774.075;636148;4143878474754.19;360717;382.667.763.577;4,94E-02;115196964;132
15/05/2018;5.705.827.469.858.210;3.102.166.941.895.270;214633;14.829.845.685.596.800;8705.19;6705710080.0;9.098.253.410.966.470;1825.0;3.783.474.629;640177;4143878474754.19;363050;39.126.756.117.930.000;6,08E-02;115541554;146
16/05/2018;6.338.058.073.965.730;3.622.014.100.153.110;208284;14.489.749.974.950.400;8504.41;6760220160.0;9.088.762.145.610.860;2237.5;3.235.890.796;604422;4143878474754.2;345311;3.268.561.977.493;4,57E-02;108580888;179
17/05/2018;6.309.030.686.020.430;4.107.812.196.792.530;192551;142622094728.75;8370.05;5862530048.0;912.029.727.810.785;1650.0;5.405.727.301;629548;4143878474754.19;316167;3.659.192.511.845;6,05E-02;113553653;132
18/05/2018;61.730.709.935.507.300;3.819.859.445.934.970;211348;13.789.570.717.099.000;8091.83;5764190208.0;9.115.928.481.295.560;1850.0;7.013.995.212;703271;4143878474754.19;391406;321.195.481.654;0.00014411;124213463;148
19/05/2018;3.553.458.379.386.370;18.379.806.249.476.100;173120;140704883109.0;8255.73;4712399872.0;9.119.301.825.373.050;1925.0;31.423.905.310.000.000;514455;4143878474754.2;286108;2.719.293.812.298;3,89E-02;89359840;154
20/05/2018;3.692.211.645.494.320;1906368612.94;158519;14.057.107.438.738.700;8246.99;5191059968.0;9.123.467.900.110.970;1800.0;2.498.915.763;475738;4143878474754.19;281220;3.236.359.688.108;2,05E+11;79927136;144
21/05/2018;4.767.614.618.484.790;2.642.551.665.059.320;202490;14.528.058.562.700.600;8522.33;5154990080.0;9.127.120.832.667.280;1962.5;3.128.915.469;622918;4143878474754.2;334313;3.406.788.634.005;2,06E-02;118593085;157
22/05/2018;4.657.170.904.767.540;2.632.479.036.438.750;203186;14.355.015.313.377.300;8419.87;5137010176.0;9.119.641.319.027.190;1887.5;26.524.133.210.000.000;588253;4143878474754.19;327021;33.116.241.216.220.000;2.57e-05;105354596;151
23/05/2018;54.905.744.141.558.800;30.857.642.038.778.300;223034;13.704.034.752.513.000;8037.08;6491120128.0;910.827.960.692.327;2025.0;30.820.251.380.000.000;640762;4143878474754.2;364663;3.635.395.518.532;2,33E-02;121183187;162
24/05/2018;5.257.684.343.110.050;31.139.252.306.470.300;206682;128938267136.0;7561.12;6049220096.0;9.109.801.045.672.020;1787.5;2.975.362.781;569804;4219142059012.95;337988;338.043.309.072;2.08e-05;103842761;143
25/05/2018;4.394.747.434.912.380;26.491.876.588.086.500;196005;1.294.865.777.999.170;7592.3;4867829760.0;9.102.018.595.908.200;2200.0;3.037.696.335;618176;4306949573981.5;364320;300.409.317.249;2,82E-02;110010905;176
26/05/2018;31.920.771.861.266.400;16.248.733.331.911.300;158621;127696702198.0;7486.48;4051539968.0;9.098.686.177.747.000;2025.0;22.514.081.140.000.000;467761;4306949573981.5;275434;24.685.687.071.119.900;1,98E+11;79132040;162
27/05/2018;41.375.037.337.760.700;15.914.430.120.868.300;144140;12.559.027.487.550.000;7362.08;4056519936.0;9.095.719.941.132.470;20.499.999.993;1.947.089.221;442647;4306949573981.5;259330;2.446.067.276.576;1,54E+11;73591259;164
28/05/2018;7.536.167.651.113.000;29.292.794.265.739.800;188907;1.257.621.926.488.520;7371.31;5040600064.0;90.819.602.494.238;1950.0;2.912.400.991;589218;4306949573981.5;313132;30.948.607.203.820.000;2,04E-02;110775774;156
29/05/2018;6.834.181.061.616.780;3.124.205.733.013.500;204630;12.164.792.269.544.300;7129.46;5662660096.0;9.079.604.342.803.410;1737.5;2.863.684.227;604757;4306949573981.5;335112;32.304.346.112.220.000;2.43e-05;115669312;139
30/05/2018;734.893.591.684.197;29.405.833.826.066.800;203903;127470568963.5;7469.73;4922540032.0;907.682.369.541.241;2175.0;2.266.213.792;592865;4306949573981.5;335898;31.914.757.562.849.900;2,39E+11;108922274;174
31/05/2018;7.435.591.700.335.890;28.029.473.280.339.500;209356;126400762050.0;7406.15;5127130112.0;9.073.589.119.496.290;2125.0;216.541.427;627768;4306949573981.5;343836;296.830.197.112;2,06E-02;120170201;170
01/06/2018;6.206.627.425.435.370;2.633.963.308.146.320;205315;12.803.028.837.800.200;7500.7;4921460224.0;9.070.723.430.949.720;2075.0;2.037.476.636;692509;4306949573981.5;447360;28.796.612.433;2,00E-05;119837904;166
02/06/2018;4.151.723.265.356.070;2.051.493.451.042.250;174345;1.286.595.355.377.530;7536.72;4939299840.0;9.072.193.851.774.780;1900.0;1.627.842.016;521910;4306949573981.5;295695;24.285.723.590.400.000;1,51E+11;94687900;152
03/06/2018;4.477.651.688.188.680;18.469.758.599.942.500;163280;13.030.286.337.200.200;7632.09;4851760128.0;9.075.058.373.213.720;2037.5;153.074.038;531463;4306949573981.5;285966;24.627.182.219.460.000;1,36E-02;125719349;163
04/06/2018;7.925.996.820.235.330;2.583.341.426.202.990;209733;13.186.490.263.498.600;7722.53;4993169920.0;907.060.631.424.761;2287.5;20.710.752.720.000.000;702904;4306949573981.5;341314;3.105.680.308.752;1,37E-02;193228304;183
05/06/2018;5.821.973.644.021.470;28.533.520.100.083.600;212726;128096994795.0;7500.9;4961739776.0;9.067.008.326.552.300;2187.5;1.852.827.963;655694;4415593341674.14;348466;3.053.316.354;1,53E-02;148483910;175
06/06/2018;5.055.066.683.421.440;2.853.752.936.358.950;206270;13.024.670.223.137.900;7625.97;4692259840.0;9.067.063.373.954.950;183.749.999.923;194.579.716;651145;4940704885521.83;346669;2.782.811.015.028;2,02E-02;145777397;147
07/06/2018;5.837.903.258.625.840;26.141.384.955.808.200;207484;130684804043.0;7650.82;4485799936.0;9.066.043.392.680.180;1787.5;20.669.936.500.000.000;634103;4940704885521.83;329925;27.417.379.091.339.900;2.26e-05;154799429;143
08/06/2018;718.403.432.685.196;29.328.752.274.765.400;200234;1.312.849.545.846.390;7685.14;4227579904.0;9.062.037.179.915.430;1806.25;1.789.042.019;648973;4940704885521.83;378684;25.269.270.594.660.000;1,81E-02;130088648;145
09/06/2018;4.280.029.710.144.920;2.193.449.620.295.680;171163;13.039.978.766.048.300;7632.52;3845220096.0;9.059.268.016.993.250;178.749.999.929;187.073.671;492526;4940704885521.83;282421;22.846.956.392.400.000;1,36E-02;90222292;143
10/06/2018;7.172.614.294.446.170;3.221.845.860.806.580;179682;128139936142.5;7499.55;5804839936.0;9.036.075.932.752.640;1587.5;167.009.531;529728;4940704885521.82;307675;24.602.003.791.200.000;1,51E+11;96426965;127
11/06/2018;6.838.895.569.186.990;28.466.262.597.590.200;213056;11.618.668.907.594.000;6799.29;4745269760.0;9.021.774.303.564.480;174.999.999.927;24.671.018.970.000.000;587881;4940704885521.83;343971;270.611.742;2.26e-05;111030586;140
