date;txVolume(USD);adjustedTxVolume(USD);txCount;marketcap(USD);price(USD);exchangeVolume(USD);realizedCap(USD);generatedCoins;fees;activeAddresses;averageDifficulty;paymentCount;medianTxValue(USD);medianFee;blockSize;blockCount
02/01/2015;21.184.120.546.766.000;6.052.512.899.703.490;79122;4.296.555.304.745.830;314.08;7860650.0;4.433.350.179.130.420;4125.0;1.182.270.129;208903;406.409.550.165.764;178232;7.757.901.632;0.0001;43747659;165
03/01/2015;24.373.265.652.031.900;10.467.111.351.510.700;82065;4.308.375.086.093.630;314.85;33054400.0;4.423.092.231.710.910;4050.0;1.179.841.308;244379;406.409.550.165.764;208011;62.970.000.000.000.000;0.0001;47814088;162
04/01/2015;277.451.464.540.538;10.577.194.627.794.900;85522;38.483.294.554.172.900;281.15;55629100.0;441.520.721.327.307;4300.0;2.174.861.782;242886;406.409.550.165.764;193740;54.903.697.367;0.0001;48545836;172
05/01/2015;2.755.465.822.975.410;9.618.593.246.178.960;95429;36.295.282.543.106.300;265.08;43962800.0;4.406.228.509.324.570;3900.0;1.609.135.479;242326;406.409.550.165.764;194686;53.016;0.0001;56309875;156
06/01/2015;2.889.823.361.249.820;8.912.118.329.821.220;87663;37.610.248.226.660.600;274.61;23245700.0;440.572.689.094.185;3950.0;12.846.081.230.000.000;214837;406.409.550.165.764;158817;5.948.123.449.380.000;0.0001;49638202;158
07/01/2015;3.273.142.519.505.330;10.437.154.824.267.400;89776;3.919.098.711.324.310;286.08;24866800.0;4.407.576.660.065.540;3500.0;1.278.348.978;202838;406.409.550.165.765;151594;675.320.448;0.0001;47992775;140
08/01/2015;3.885.581.315.115.000;16.801.488.859.853.800;106985;4.030.622.962.947.730;294.14;19.982.499.999.999.900;4.400.330.793.478.010;3675.0;1.627.746.896;231570;406.409.550.165.765;191392;41.591.395.999.999.900;0.0001;57444196;147
09/01/2015;29.633.390.057.263.800;12.679.370.088.946.000;102135;38.703.653.992.141.400;282.38;18718600.0;4.392.711.532.088.590;3500.0;1.520.418.118;239247;406.409.550.165.765;208414;42.357;0.0001;56889868;140
10/01/2015;2.507.054.911.909.800;11.590.955.414.088.900;104727;39.389.118.544.130.200;287.3;15264300.0;4.388.282.530.182.510;3675.0;1.525.846.972;272861;406.409.550.165.765;263577;31.739.493.357;0.0001;58563668;147
11/01/2015;31.468.850.725.643.200;1.148.183.836.448.560;90475;37.660.495.972.668.400;274.61;18200800.0;4.386.423.578.353.400;3875.0;1.353.639.408;250309;406.409.550.165.764;211140;27.678.425.213.600.000;0.0001;51664894;155
12/01/2015;25.464.941.842.439.800;11.111.138.385.131.800;98827;36.509.179.758.274.800;266.15;18.880.300.000.000.000;4.381.070.056.567.840;3550.0;3.294.802.367;221133;411.569.800.508.673;175306;37.261;0.0001;55155768;142
13/01/2015;4.421.177.655.052.740;16.958.562.516.078.300;102182;3.668.834.325.448.410;267.39;72843904.0;4.362.494.436.248.380;3175.0;1.550.901.423;255507;439.716.620.560.896;194633;8.912.999.910.869.990;0.0001;60153381;127
14/01/2015;49.731.786.801.944.200;1.767.496.609.378.910;104620;3.072.835.661.570.120;223.89;97638704.0;4.328.283.513.886.370;3625.0;1.522.479.663;252866;439.716.620.560.896;201480;738.837;0.0001;60973472;145
15/01/2015;4.387.551.075.440.780;10.052.789.320.482.800;120239;24.285.825.629.360.400;176.9;81773504.0;4.327.520.865.824.380;3775.0;1.725.104.955;264914;439.716.620.560.896;217607;8.003.921.520.200.000;0.0001;63828537;151
16/01/2015;3.258.531.411.763.270;9.722.113.252.005.120;104560;28.708.608.117.286.800;209.07;38421000.0;4.322.467.306.072.630;3475.0;1.459.406.088;243603;439.716.620.560.896;198010;7.253.392.415.489.990;0.0001;54790292;139
17/01/2015;22.136.240.286.569.500;6.643.060.890.589.360;90361;2854586616.0;207.83;23469700.0;4.318.932.876.082.960;3450.0;13.342.221.780.000.000;279100;439.716.620.560.896;266971;52.416.494.633.300.000;0.0001;53968469;138
18/01/2015;18.292.421.166.844.500;5.597.860.886.805.640;83033;27.484.838.856.228.000;200.05;30.085.099.999.999.900;4.317.919.876.545.900;3825.0;13.877.202;245989;439.716.620.560.896;205030;465.736.625.055;0.0001;49085463;153
19/01/2015;19.669.799.832.396.200;7.323.949.562.548.120;98341;29.061.717.216.668.500;211.47;18658300.0;4.316.625.263.715.970;3600.0;14.347.557.420.000.000;254019;439.716.620.560.896;204262;52.761.765;0.0001;57999747;144
20/01/2015;2.862.548.669.048.980;8.271.246.143.083.330;98807;29.265.064.508.813.100;212.91;24051100.0;4.312.959.159.363.760;2950.0;14.373.498.060.000.000;226783;439.716.620.560.895;179240;511.237.554.519;0.0001;53125845;118
21/01/2015;2.802.984.685.795.510;12.934.903.018.423.000;96810;2.906.293.892.336.270;211.38;29924600.0;4.291.242.634.245.630;3725.0;1.340.029.971;226710;439.716.620.560.896;175286;50.380.256.355;0.0001;52768843;149
22/01/2015;25.638.577.309.747.000;960.244.831.205.725;93563;31.262.101.883.154.900;227.32;33.544.599.999.999.900;42.915.041.702.133.100;3375.0;1.340.410.002;224380;439.716.620.560.896;166034;557.343.176;0.0001;53529422;135
23/01/2015;2.209.473.547.400.240;894.299.574.201.249;91887;32.122.406.221.958.000;233.52;24621700.0;4.290.279.403.662.210;3100.0;1.368.235.392;215717;439.716.620.560.895;163097;513.744;0.0001;48411756;124
24/01/2015;1.729.701.095.836.650;8.314.165.839.116.520;83431;3.201.668.911.554.160;232.7;24782500.0;4.292.548.679.910.480;3150.0;1.154.826.012;205059;439.716.620.560.895;161185;390.936;0.0001;46914807;126
25/01/2015;21.867.236.125.863.600;66.739.448.647.569.900;86433;34.040.224.182.790.000;247.35;33582700.0;4.293.285.065.413.190;3125.0;13.306.376;321280;439.716.620.560.895;312946;313.889.005.125;0.0001;57198728;125
26/01/2015;4.977.405.013.934.990;15.765.250.823.625.000;108054;34.975.067.352.692.400;254.08;106794000.0;42.814.762.378.830.400;3175.0;1.601.810.841;261817;439.716.620.560.896;199197;6.114.877.045.120.000;0.0001;62414866;127
27/01/2015;2.965.461.591.763.740;12.687.597.728.063.500;99244;3.761.179.037.125.240;273.17;44399000.0;42.800.963.410.594.400;3725.0;14.030.229.610.000.000;251617;429.573.524.115.394;185262;54.879.853.000.000.000;0.0001;57318342;149
28/01/2015;17.407.260.536.124.200;8.587.055.732.087.860;85068;3.627.216.834.469.020;263.35;44352200.0;4.276.790.935.602.310;4100.0;1.159.256.582;200594;412.728.738.946.972;129648;5.422.376.500.000.000;0.0001;44876053;164
29/01/2015;19.865.743.967.107.700;817.609.061.749.391;90715;32.149.450.896.796.700;233.35;32213400.0;42.732.954.886.115.600;4100.0;1.223.134.655;214531;412.728.738.946.972;159021;5.577.065;0.0001;46304642;164
30/01/2015;18.009.338.453.575.300;9.598.133.734.594.020;81061;32.076.394.297.281.700;232.77;26605200.0;42.689.837.338.423.400;3450.0;1.121.422.969;194238;412.728.738.946.972;154087;63.786.770.811.900.000;0.0001;43159075;138
31/01/2015;15.650.335.988.805.700;7.495.013.066.557.710;86146;31.214.818.674.829.300;226.44;23348200.0;4.262.267.310.105.930;4150.0;1.252.130.893;277172;412.728.738.946.972;246229;396.324.481.464;0.0001;52266440;166
01/02/2015;15.128.725.145.112.700;59.441.461.839.324.600;78839;2.990.370.875.821.290;216.87;29128500.0;4.262.128.879.559.930;3875.0;1.121.454.393;252411;412.728.738.946.972;196399;43.352.313;0.0001;46570969;155
02/02/2015;17.922.341.206.162.200;6.350.258.530.972.650;85828;31.238.728.607.205.200;226.49;30612100.0;4.260.866.281.959.560;3975.0;1.246.050.215;227069;412.728.738.946.972;161354;546.321.443.833;0.0001;49039989;159
03/02/2015;28.405.060.779.646.300;9.674.684.796.275.720;91666;3.275.783.882.084.300;237.45;40783700.0;42.589.572.939.620.800;3175.0;1.307.488.376;241114;412.728.738.946.972;172842;58.745.129.999.999.900;0.0001;51316217;127
04/02/2015;25.513.565.949.738.000;7.656.786.204.301.150;90655;3.139.628.329.947.450;227.51;26594300.0;42.561.571.375.191.200;3975.0;12.577.153.410.000.000;232158;412.728.738.946.972;172837;500.603.084.564;0.0001;49460584;159
05/02/2015;2.518.634.753.266.390;7.787.508.118.163.320;86408;31.425.761.992.518.000;227.66;22516400.0;4.251.379.207.850.070;3975.0;1.209.566.718;215607;412.728.738.946.972;148424;465.204.359.752;0.0001;47395718;159
06/02/2015;17.029.484.407.625.000;675.955.793.274.959;85528;29.952.045.716.926.200;216.92;24435300.0;42.512.181.492.459.100;4425.0;1.170.807.312;233142;412.728.738.946.972;185973;479.155.867.828;0.0001;46180828;177
07/02/2015;12.813.018.448.530.700;50.105.142.974.482.500;85540;3.075.041.828.981.290;222.63;21604200.0;42.507.298.570.653.000;3975.0;1.176.433.401;195640;412.728.738.946.972;146088;28.936.311.987;0.0001;45306348;159
08/02/2015;12.957.994.456.306.000;61.441.431.921.877.500;82547;3.145.667.970.334.130;227.69;17145200.0;4.249.823.318.059.650;3300.0;117.527.563;292663;412.728.738.946.972;306592;251.617.759.948;0.0001;53678408;132
09/02/2015;1.685.889.811.202.970;7.040.343.932.053.480;104597;30.871.269.360.074.500;223.39;27791300.0;42.468.449.536.173.600;4025.0;1.488.796.877;231900;424.589.144.168.015;188548;250.437.212.318;0.0001;58966322;161
10/02/2015;16.085.585.024.617.000;6.885.440.201.744.360;102831;30.449.331.103.338.700;220.28;21115100.0;4.245.465.927.305.400;3600.0;14.337.106.610.000.000;232332;444.554.159.623.438;191205;31.171.805.177.600.000;0.0001;57247541;144
11/02/2015;16.721.236.982.421.600;7.337.165.640.111.330;96890;3.038.281.512.235.370;219.73;17201900.0;42.416.405.218.579.400;3950.0;14.406.578.510.000.000;233790;444.554.159.623.438;190334;31.818.573.948;0.0001;54954290;158
12/02/2015;14.189.432.531.606.500;59.996.074.925.067.800;87308;30.317.289.838.798.700;219.21;15.206.200.000.000.000;42.411.118.531.228.900;2975.0;1.255.298.681;231564;444.554.159.623.438;229255;432.607.844.139;0.0001;50141631;119
13/02/2015;20.308.828.655.536.200;8.050.944.343.377.540;113514;3.070.616.162.665.880;221.97;42744400.0;42.420.672.895.578.400;3650.0;1.742.269.239;308752;444.554.159.623.438;400041;284.811.504.957;0.0001;73181410;146
14/02/2015;1.440.395.664.945.280;688.449.566.620.033;98613;3.259.194.370.690.500;235.53;49732500.0;42.440.263.342.963.300;4000.0;1.501.567.083;262189;444.554.159.623.438;241128;22.378.930.056;0.0001;66564954;160
15/02/2015;16.914.957.671.317.400;8.245.377.446.546.830;85127;35.643.039.913.839.500;257.51;56552400.0;42.423.229.275.457.400;3500.0;1.382.078.432;348345;444.554.159.623.438;350253;263.263.082.412;0.0001;65638649;140
16/02/2015;14.520.104.393.155.900;6.012.857.089.104.140;104475;3.251.142.220.569.020;234.82;28153700.0;42.416.097.796.694.100;3925.0;153.766.672;266116;444.554.159.623.438;257193;250.172.461.154;0.0001;65147776;157
17/02/2015;16.029.447.273.644.800;67.036.858.351.825.200;102839;3232586896.0;233.42;27363100.0;42.423.395.406.398.100;3725.0;1.596.837.665;272575;444.554.159.623.438;311567;3.337.906;0.0001;66406679;149
18/02/2015;18.040.048.009.513.800;6.875.834.533.194.790;105552;33.770.149.927.235.600;243.78;25200800.0;4.242.063.402.927.620;4175.0;1.496.619.549;250546;444.554.159.623.438;199146;3.068.068.812;0.0001;60296854;167
19/02/2015;14.131.091.286.200.800;60.788.789.745.537.000;94386;3.276.003.822.698.760;236.41;18270500.0;4.234.287.925.208.570;4150.0;1.358.169.837;214200;444.554.159.623.438;175820;275.982.693.541;0.0001;52443861;166
20/02/2015;1.678.463.922.315.310;64.275.315.316.055.800;98556;333.010.360.221.101;240.25;23876700.0;42.413.435.413.208.800;3950.0;1.510.495.925;248540;444.554.159.623.438;187258;290.352.696;0.0001;60442863;158
21/02/2015;13.037.024.575.996.900;4.281.986.734.286.130;87685;3.379.557.625.598.080;243.75;12284200.0;42.418.037.060.987.700;3550.0;1.294.726.109;271732;444.554.159.623.438;242323;286.589.769.375;0.0001;57014738;142
22/02/2015;10.186.366.441.580.900;3.967.793.733.836.830;84791;33.913.415.347.912.500;244.54;19527000.0;42.405.611.637.823.500;3775.0;1.235.815.172;273771;444.701.772.891.949;233298;24.741.427.425.199.900;0.0001;53797391;151
23/02/2015;16.964.658.586.716.600;6.706.621.234.785.660;101373;32.736.688.872.083.800;235.99;16400000.0;4.238.440.746.046.310;3550.0;1.452.475.248;250528;466.843.763.168.603;208785;29.229.511.368.900.000;0.0001;57470528;142
24/02/2015;1.532.518.121.364.740;63.906.333.440.115.700;104996;33.160.973.739.465.500;239.0;14200400.0;4.237.024.068.506.760;3225.0;1.441.178.545;236695;466.843.763.168.603;178466;33.148.822;0.0001;56196921;129
25/02/2015;17.395.219.818.568.000;6.940.528.356.436.350;105235;3.315.584.171.501.490;238.89;11496200.0;42.326.017.032.134.600;3975.0;1.523.357.961;231633;466.843.763.168.603;182326;31.055.699.999.999.900;0.0001;56571524;159
26/02/2015;25.576.367.512.042.500;7.476.945.288.369.060;100667;32.949.058.075.146.900;237.34;13619400.0;42.320.605.665.048.200;3750.0;1.409.722.225;227153;466.843.763.168.603;176180;29.678.787.890.400.000;0.0001;54605596;150
27/02/2015;3.359.097.774.382.700;11.955.118.870.173.300;101322;32.833.336.552.741.500;236.44;44013900.0;4.234.243.024.941.570;3800.0;1.439.065.266;241525;466.843.763.168.603;181806;359.989.523.108;0.0001;57092535;152
28/02/2015;13.916.902.747.299.600;66.469.535.113.524.700;89490;35.214.977.297.204.400;253.52;13949300.0;4.233.762.047.139.890;3550.0;1.349.989.157;282492;466.843.763.168.603;253876;27.076.422.758.400.000;0.0001;62779184;142
01/03/2015;3.060.825.970.213.810;708.426.560.095.925;88588;3.532.929.905.774.940;254.28;25213700.0;4.237.134.123.144.760;3500.0;1.397.061.238;276725;466.843.763.168.603;233098;257.859.550.416;0.0001;55262682;140
02/03/2015;47.031.878.052.973.900;10.508.624.016.660.700;104779;3618405172.0;260.36;40465700.0;4.239.979.139.553.940;3950.0;153.940.228;282537;466.843.763.168.603;211755;426.629.384.824;0.0001;64550317;158
03/03/2015;272.841.395.096.182;12.902.133.873.286.800;110823;38.236.622.266.636.400;275.05;50461300.0;4.235.633.482.076.420;3950.0;156.440.078;267483;466.843.763.168.603;196152;48.001.742.503;0.0001;64201534;158
04/03/2015;22.034.923.503.408.000;10.743.452.449.445.700;98389;39.211.419.653.438.700;281.99;41383000.0;4.236.533.221.295.750;3500.0;1.453.469.909;241795;466.843.763.168.603;184378;41.539.134.768.800.000;0.0001;56239183;140
05/03/2015;25.610.435.147.031.600;10.465.517.518.588.800;100983;37.933.563.644.724.400;272.74;41302400.0;42.348.560.602.072.100;3300.0;14.890.584.760.000.000;257487;466.843.763.168.603;190533;38.393.077.957;0.0001;62950817;132
06/03/2015;1.978.464.779.715.300;9.745.165.746.881.030;93721;3.834.223.826.743.910;275.6;28918900.0;42.362.327.343.886.500;3700.0;1.676.618.435;237139;466.843.763.168.603;172348;40.117.286.820.000.000;0.0001;57968623;148
07/03/2015;24.531.953.338.552.900;831.707.427.938.007;91365;37.891.060.545.198.300;272.29;17825900.0;4.232.109.497.068.150;3500.0;1.306.858.102;256276;466.843.763.168.603;222218;198.262.980.593;0.0001;54250090;140
08/03/2015;5.740.812.800.640.980;9.822.949.093.349.950;87371;3.847.830.396.127.790;276.43;22067900.0;42.276.435.420.628.200;3900.0;1.321.540.516;269305;468.320.592.504.977;230967;22.924.892.760.000.000;0.0001;54897722;156
09/03/2015;27.583.997.530.176.700;1.482.102.767.981.610;105392;3.826.181.216.555.430;274.81;59178200.0;42.241.923.418.452.000;3600.0;1.572.043.904;259817;474.275.549.506.484;213495;32.797.281.893;0.0001;64254792;144
10/03/2015;293.056.725.411.043;1.567.252.933.285.800;105389;4036843987.5;289.86;67770800.0;42.337.029.320.726.400;3800.0;1.535.729.233;249715;474.275.549.506.484;178467;408.093.922.986;0.0001;60877088;152
11/03/2015;23.103.049.581.066.800;9.463.269.182.581.640;100611;40.610.931.134.386.900;291.52;33963900.0;42.375.377.057.895.600;3850.0;15.322.258.060.000.000;252122;474.275.549.506.484;176909;3.381.632;0.0001;62727147;154
12/03/2015;24.181.018.933.135.400;10.291.674.141.174.500;96964;41.263.388.965.495.100;296.13;32585200.0;42.495.534.379.955.500;3275.0;1.400.767.054;247232;474.275.549.506.484;165009;438.413.831.688;0.0001;60501109;131
13/03/2015;23.921.142.383.680.400;10.680.480.575.121.000;95890;409.932.057.688.568;294.12;31421500.0;42.443.575.196.905.100;3650.0;1.370.402.241;242044;474.275.549.506.484;185490;368.613.419.472;0.0001;54508835;146
14/03/2015;20.943.093.442.547.600;7.843.208.479.494.390;89380;39.653.077.044.428.600;284.44;22612300.0;42.449.237.320.960.400;3275.0;1.234.936.058;259956;474.275.549.506.484;223345;27.349.952.739.200.000;0.0001;51635084;131
15/03/2015;14.715.901.010.413.100;61.038.925.291.044.900;84791;39.243.234.042.688.600;281.42;11970100.0;4.245.574.365.470.800;3575.0;119.740.388;255965;474.275.549.506.484;233802;208.820.197.086;0.0001;50088284;143
16/03/2015;24.282.475.842.956.900;958.402.006.655.956;105079;3.984.712.919.221.990;285.68;21.516.099.999.999.900;4.244.996.136.005.350;3475.0;1.513.383.473;262370;474.275.549.506.484;210231;325.901.344.288;0.0001;59833970;139
17/03/2015;2.017.345.899.014.380;9.412.825.941.688.280;99433;4.054.154.985.662.140;290.6;21497200.0;42.460.042.924.377.800;3200.0;1.410.203.756;226566;474.275.549.506.484;177971;35.396.605.650.000.000;0.0001;52670920;128
18/03/2015;4.058.651.426.018.680;12.569.049.803.112.100;99454;3.978.157.708.227.420;285.07;5.700.799.999.999.990;4.240.182.320.885.830;3825.0;1.516.419.516;250785;474.275.549.506.484;181471;3.844.881.625;0.0001;57776111;153
19/03/2015;25.041.140.718.533.800;9.375.540.344.894.710;106160;3.571.667.206.546.580;255.88;52732000.0;4.238.319.066.034.670;3425.0;1.648.516.776;270074;474.275.549.506.484;190809;290.882.899.896;0.0001;62627940;137
20/03/2015;19.280.265.812.521.200;7.675.482.687.392.280;103396;3.643.476.979.890.120;260.96;18456700.0;42.375.312.573.742.000;3400.0;160.965.401;239081;474.275.549.506.484;196178;28.694.117.759.999.900;0.0001;55490962;136
21/03/2015;14.480.788.645.626.700;60.011.272.810.541.800;92685;36.540.494.705.518.000;261.64;17130100.0;42.376.674.481.216.000;3775.0;13.256.577.440.000.000;244881;474.275.549.506.484;219995;2.537.908;0.0001;52165543;151
22/03/2015;11.248.411.750.137.800;492.299.967.944.082;90444;36.308.809.620.000.000;259.92;18438100.0;42.379.761.026.670.800;3550.0;1.313.911.317;274913;474.175.548.759.168;237449;22.787.285.169.600.000;0.0001;55449816;142
23/03/2015;21.223.140.207.983.600;941.889.937.327.691;105874;37.431.800.897.521.500;267.89;22811900.0;42.374.358.179.204.800;3625.0;1.757.202.944;261333;467.175.496.447.064;221266;30.512.670.999.999.900;0.0001;60339658;145
24/03/2015;23.286.049.099.823.800;8.484.059.030.358.260;92754;37.259.527.910.965.700;266.58;40073700.0;42.339.963.591.906;4325.0;1.368.366.895;222274;467.175.496.447.063;163615;39.986.999.999.999.900;0.0001;50655322;173
25/03/2015;23.081.325.600.237.300;7.838.048.118.486.760;96976;3.459.885.403.635.740;247.47;35866900.0;42.315.081.949.442;4050.0;1.577.234.281;224960;467.175.496.447.063;167760;346.458;0.0001;50633724;162
26/03/2015;22.010.059.983.714.900;9.335.089.335.334.110;101033;3.444.235.045.533.330;246.28;25730000.0;42.300.274.979.365.300;3700.0;1.452.750.048;230879;467.175.496.447.063;182324;282.126.349.536;0.0001;54469537;148
27/03/2015;2.264.264.849.175.260;7.506.401.262.130.920;99320;34.772.751.532.901.600;248.57;17274900.0;4.228.774.965.514.320;4275.0;13.978.181.580.000.000;233306;467.175.496.447.063;180614;370.146.307.853;0.0001;51489027;171
28/03/2015;13.859.226.122.105.600;47.480.811.334.952.300;87226;34.559.391.002.979.400;246.98;16040900.0;42.291.165.804.212.800;3700.0;1.258.691.333;236711;467.175.496.447.063;198436;24.673.302;0.0001;50600377;148
29/03/2015;12.625.115.880.357.900;4.940.390.103.638.500;90363;35.375.760.019.986.800;252.74;21699400.0;42.285.047.513.632.100;3825.0;1.276.426.269;279006;467.175.496.447.063;245902;22.292.138.096.400.000;0.0001;53966847;153
30/03/2015;18.557.352.169.715.300;7.812.435.162.234.970;106213;34.003.196.987.671.700;242.88;23009600.0;422.730.955.699.994;3550.0;1.545.788.621;260564;467.175.496.447.064;200218;321.239.718.624;0.0001;58996885;142
31/03/2015;1.875.304.954.375.160;7.951.494.479.403.650;114961;34.653.465.568.552.900;247.45;22672000.0;4.226.403.395.447.000;3750.0;1.630.322.108;268332;467.175.496.447.063;212595;37.092.755;0.0001;60063147;150
01/04/2015;23.617.090.828.788.100;8.854.608.162.179.280;119211;3.420.896.580.202.770;244.22;22877200.0;4.217.347.265.227.990;3300.0;1.683.868.407;268253;467.175.496.447.064;204380;387.217.257.408;0.0001;61956803;132
02/04/2015;1.692.437.498.560.250;7.511.160.825.022.450;111904;3.462.026.939.231.170;247.09;26272600.0;42.192.722.169.336.200;4150.0;1.569.228.121;260939;467.175.496.447.063;202830;33.575.770.290.200.000;0.0001;60953271;166
03/04/2015;16.633.636.663.827.700;65.620.382.898.796.100;104400;35.468.355.759.806.500;253.07;23146600.0;42.184.255.852.742.400;3650.0;149.398.179;237988;467.175.496.447.064;184657;25.307.000.000.000.000;0.0001;59836758;146
04/04/2015;10.500.474.087.463.800;38.531.676.976.489.000;89498;3.564.830.283.944.180;254.29;12493500.0;4.219.384.698.844.060;3825.0;1.374.643.295;249662;467.175.496.447.063;223195;193.105.435.674;0.0001;52022810;153
05/04/2015;9.887.212.739.944.320;3.832.683.172.229.810;94875;3.558.354.011.100.530;253.76;19649200.0;4.220.490.060.944.810;3700.0;14.839.598.520.000.000;269522;489.854.378.092.658;243041;16.215.263.999.999.900;0.0001;55941705;148
06/04/2015;1.678.452.842.591.340;66.713.467.006.614.400;107323;3.656.822.165.727.340;260.72;20034200.0;42.206.065.680.149.700;3150.0;1.608.612.337;249125;494.463.906.882.413;200395;25.210.797.517.600.000;0.0001;59084191;126
07/04/2015;17.922.005.056.078.300;7.602.000.724.596.970;108562;3581335992.0;255.27;18467400.0;42.204.202.485.133.400;3800.0;15.694.442.200.000.000;262556;494.463.906.882.413;196838;330.214.387.449;0.0001;59888304;152
08/04/2015;21.160.581.991.964.900;913.791.985.600.634;110626;35.511.503.749.314.300;253.06;30086400.0;4.219.231.967.714.990;3125.0;161.527.751;255569;494.463.906.882.413;195079;318.392.272.446;0.0001;57797825;125
09/04/2015;18.893.114.549.146.300;741.411.774.946.151;116487;3.435.266.846.971.430;244.75;21643500.0;42.162.472.528.598.300;3325.0;1.887.801.779;247529;494.463.906.882.413;188876;2.604.682.366;0.0001;58413208;133
10/04/2015;1.988.831.455.448.480;877.649.806.788.773;112674;34.213.939.398.577.900;243.69;28882000.0;42.063.195.441.257.700;3800.0;2.780.415.534;258200;494.463.906.882.413;203046;28.325.351.014.200.000;0.0001;57051383;152
11/04/2015;12.678.091.354.734.100;5.708.834.311.091.670;99289;33.145.335.898.216.000;236.02;16365200.0;42.060.859.374.641.400;3500.0;166.150.047;271116;494.463.906.882.413;240751;23.602.000.000.000.000;0.0001;54914299;140
12/04/2015;948.446.594.350.489;42.696.186.625.569.600;86871;33.226.072.323.426.600;236.54;12387900.0;4.204.358.559.185.010;3200.0;14.101.598.710.000.000;255123;494.463.906.882.413;213507;23.654;0.0001;47528033;128
13/04/2015;19.233.738.296.706.100;757.524.769.319.737;115251;3.315.159.393.932.490;235.95;31.181.799.999.999.900;41.991.350.391.065.700;3900.0;1.727.967.925;275339;494.463.906.882.413;214262;270.766.144.935;0.0001;64594628;156
14/04/2015;19.928.316.323.685.700;8.338.816.543.390.460;110001;31.588.019.598.906.700;224.76;31.719.000.000.000.000;4.195.735.229.540.060;3725.0;1.602.169.132;258038;494.463.906.882.413;200541;281.987.964.156;0.0001;59059424;149
15/04/2015;15.545.593.768.750.500;8.691.774.755.050.160;107484;30.795.520.791.643.600;219.07;22562000.0;41.836.638.450.166.600;3050.0;1.547.774.603;226612;494.463.906.882.413;173327;21.907;0.0001;54702672;122
16/04/2015;23.527.844.048.963.700;7.215.367.399.833.920;98908;3.148.502.071.364.740;223.92;24805400.0;4.182.992.054.361.630;3450.0;1.403.218.749;226454;494.463.906.882.413;171335;24.304.982.148;0.0001;50392614;138
17/04/2015;2.363.223.742.198.700;7.547.140.646.203.460;102629;3.214.597.326.341.880;228.57;20429800.0;418.122.896.601.613;3150.0;1.466.698.599;231657;494.463.906.882.413;187462;292.531.520.238;0.0001;53267154;126
18/04/2015;14.236.316.573.463.200;44.061.739.328.532.100;97563;31.348.750.909.818.200;222.85;12939000.0;41.812.528.904.197.800;3650.0;1.332.714.608;252184;494.463.906.882.413;230567;16.025.393.091.999.900;0.0001;53734790;146
19/04/2015;19.431.165.766.481.100;4.829.672.935.783.110;90989;3144328006.0;223.46;15.021.500.000.000.000;4.181.307.521.276.460;3625.0;1.299.562.204;270849;488.766.515.305.542;232923;20.919.259.295.800.000;0.0001;53328130;145
20/04/2015;2.540.887.303.084.220;61.790.578.272.809.200;116592;31.331.688.262.769.400;222.61;18364700.0;41.798.357.167.874.800;3850.0;1.701.682.374;250190;476.105.645.134.714;208925;248.626.230.351;0.0001;60421302;154
21/04/2015;24.701.960.019.445.900;7.751.029.645.939.590;112349;3.162.360.998.577.370;224.62;24978000.0;4.179.311.380.780.950;3825.0;1.543.035.927;245910;476.105.645.134.714;179541;406.789.695.136;0.0001;58315439;153
22/04/2015;2.745.455.976.836.280;7.431.025.521.295.670;111726;33.177.921.084.311.200;235.6;23847900.0;41.789.893.477.966.300;3800.0;15.864.116.000.000.000;263063;476.105.645.134.714;204995;38.686.080.728;0.0001;59775059;152
23/04/2015;2.167.532.167.841.580;6.943.642.288.565.980;109708;329.681.522.562.611;234.05;17036000.0;41.801.924.938.542.000;3250.0;15.855.530.420.000.000;263066;476.105.645.134.714;206831;421.568.402.475;0.0001;59515204;130
24/04/2015;26.373.102.166.865.900;6.791.780.591.095.640;108652;33.245.289.823.507.100;235.97;21448700.0;4.179.127.720.738.160;3100.0;15.603.612.850.000.000;259790;476.105.645.134.713;191174;39.494.140.800.100.000;0.0001;61175042;124
25/04/2015;18.932.071.335.024.500;47.396.729.667.989.400;98302;32.588.595.387.446.400;231.24;13957200.0;41.787.300.533.181.100;4075.0;9.935.690.506;265454;476.105.645.134.714;239111;248.356.685.412;0.0001;53575951;163
26/04/2015;22.605.611.245.724.500;582.081.203.729.378;92855;3191611206.0;226.41;28943700.0;41.772.365.094.953.100;3600.0;1.343.856.985;275649;476.105.645.134.714;238982;255.001.666.107;0.0001;54535317;144
27/04/2015;25.647.191.005.417.100;7.732.244.003.951.710;113638;30.939.145.108.411.100;219.43;38574000.0;4.175.947.418.071.290;3425.0;1.572.423.382;255440;476.105.645.134.714;199620;382.478.163.676;0.0001;59793919;137
28/04/2015;26.778.723.346.941.400;6.938.834.119.712.250;113040;32.294.300.281.901.200;228.97;21469200.0;4.175.493.254.921.030;3825.0;1.615.746.744;254194;476.105.645.134.714;191519;416.864.453.481;0.0001;59071390;153
29/04/2015;26.081.274.611.734.900;6.838.091.901.287.180;117133;3.182.375.582.988.300;225.59;18936500.0;41.750.659.357.883.100;3175.0;1.687.860.527;261087;476.105.645.134.713;206583;363.604.676.137;0.0001;62871844;127
